System,Output,Method,Amplitude,NoiseStd,Replicates,PICP_mean,PICP_min,PICP_max,PICP_sd,MPIW_mean,MPIW_min,MPIW_max,MPIW_sd,NMPIW_mean,NMPIW_min,NMPIW_max,NMPIW_sd,RMSE_mean,RMSE_min,RMSE_max,RMSE_sd,MaxExcess_mean,MaxExcess_min,MaxExcess_max,MaxExcess_sd,MinSlack_mean,MinSlack_min,MinSlack_max,MinSlack_sd,Violations_total
1,2,MANFIZ_noise,1.0,0.02,20,1.0,1.0,1.0,0.0,0.5924898765674594,0.5892181536954739,0.5963966875447757,0.00212689187646918,0.2265076728330686,0.1962364883995627,0.2586501442541249,0.016487434817287858,0.02167577895208554,0.02101272098415202,0.022127022532913546,0.00031736273566170464,0.0,0.0,0.0,0.0,0.14809528770109637,0.12249533375350158,0.16157660757367387,0.009402865118805196,0
1,2,MANFIZ_noise,1.15,0.005,20,1.0,1.0,1.0,0.0,0.6168866409055169,0.612772942383515,0.6216743371402281,0.002630620413415687,0.20997866889925743,0.18117528554430914,0.24107033961056956,0.01596043979411878,0.009084556699355654,0.008572450930285901,0.009984217865341346,0.00032267263770112924,0.0,0.0,0.0,0.0,0.16385338152884577,0.13131310577697639,0.17925348805353805,0.012380943168817568,0
1,2,MANFIZ_noise,1.15,0.01,20,1.0,1.0,1.0,0.0,0.6169159239888153,0.6128170977595965,0.6217045131114602,0.002635671411457786,0.20950017490871042,0.18131101089329657,0.24018725676196612,0.01573652688031301,0.012867868812834395,0.012325578461674326,0.013590650678138194,0.00028726511457192116,0.0,0.0,0.0,0.0,0.15696227408901733,0.1237563801293155,0.1747871053761963,0.012614638687282218,0
1,2,MANFIZ_noise,1.15,0.02,20,1.0,1.0,1.0,0.0,0.6170211346230949,0.612948328261545,0.6218133498577177,0.0026472313025557247,0.20837757344409952,0.1802079044153199,0.2383184395307727,0.0152797146253103,0.02230721732565982,0.021563033042969956,0.022903490055606966,0.00035908025176687456,0.0,0.0,0.0,0.0,0.14176737938838743,0.10814721415195538,0.15908122916010084,0.012970641736431152,0
1,2,MANFIZ_noise,1.3,0.005,20,1.0,1.0,1.0,0.0,0.6408078312617742,0.6358042901237814,0.6465546364630579,0.0031848224369681087,0.19546808282050013,0.16846593782093314,0.2249360821204933,0.014945945924088096,0.012002337526695783,0.011118224863113362,0.01355063122662543,0.00052219619957812,0.0,0.0,0.0,0.0,0.1553661959235552,0.11298498338044452,0.17855893843990217,0.016838176872377916,0
1,2,MANFIZ_noise,1.3,0.01,20,1.0,1.0,1.0,0.0,0.6408342216821532,0.6358453962352455,0.6465830351002889,0.0031913900230881725,0.19508645097232943,0.1685164678904742,0.2241982899471454,0.014754569236869696,0.015071855432719324,0.014206811448279915,0.01637585824144307,0.0004557418358619949,0.0,0.0,0.0,0.0,0.14855844274128444,0.1051350226625081,0.1754680125670359,0.017358612685530243,0
1,2,MANFIZ_noise,1.3,0.02,20,1.0,1.0,1.0,0.0,0.6409282401587874,0.6359668887791944,0.6466823916322757,0.0032058552469655588,0.194155414991236,0.16753452016055692,0.2224783032826984,0.014364675403390408,0.02365103281629752,0.02268812946802042,0.02464023905213031,0.00045156832186125706,0.0,0.0,0.0,0.0,0.1339229266001559,0.08943985462503687,0.15943069093245488,0.017957727141986998,0
1,2,MANFIZ_validation,1.0,0.005,20,1.0,1.0,1.0,0.0,0.4676603357543427,0.4644163032456904,0.4714167184915157,0.0020723782751561628,0.18042541884259672,0.1556621162648533,0.20689206818657604,0.013726918276939396,0.007411625985016656,0.007164728273441558,0.007838514292344431,0.0001934160468351391,0.0,0.0,0.0,0.0,0.11258139094960559,0.08704400713629108,0.1255692077266809,0.008933720065859222,0
1,2,MANFIZ_validation,1.0,0.01,20,1.0,1.0,1.0,0.0,0.4676923928372937,0.4644632868448064,0.47144659237209025,0.0020758442235563066,0.1799283511719187,0.15579687338660875,0.2060379990938614,0.013501780149118582,0.01174496771400087,0.011365056636141723,0.01212940552887894,0.00020025636462727025,0.0,0.0,0.0,0.0,0.10575467659200932,0.0803370748952728,0.11771820721569864,0.008857484184287555,0
1,2,MANFIZ_validation,1.0,0.02,20,1.0,1.0,1.0,0.0,0.4678085031140421,0.46460734932852343,0.4715614024350351,0.002084228009053353,0.17884535544141375,0.15473410147346608,0.20435540729897575,0.013065736915299699,0.02167577895208554,0.02101272098415202,0.022127022532913546,0.00031736273566170464,0.0,0.0,0.0,0.0,0.09061944121781296,0.06697554962824842,0.10348693577318424,0.008878482470202332,0
1,2,MANFIZ_validation,1.15,0.005,20,1.0,1.0,1.0,0.0,0.4924974518068271,0.48844817078258046,0.49714058637447617,0.0025907937181039466,0.16764231160216683,0.14446299331824,0.19261994626587559,0.012799451344527634,0.009084556699355654,0.008572450930285901,0.009984217865341346,0.00032267263770112924,0.0,0.0,0.0,0.0,0.10740833202768553,0.07663703863906043,0.12350804822995026,0.011619126167542458,0
1,2,MANFIZ_validation,1.15,0.01,20,1.0,1.0,1.0,0.0,0.492526734890125,0.488492326158663,0.4971707623457074,0.0025958931765478577,0.16726226572413136,0.1445723851931406,0.1919185344392171,0.012620959032704734,0.012867868812834395,0.012325578461674326,0.013590650678138194,0.00028726511457192116,0.0,0.0,0.0,0.0,0.10052209521387354,0.07000215774740423,0.11663627403609494,0.011669705406467383,0
1,2,MANFIZ_validation,1.15,0.02,20,1.0,1.0,1.0,0.0,0.4926319455244047,0.4886235566606118,0.49727959909196634,0.0026075518872693774,0.16637295894773707,0.14366212290328917,0.19043729975018375,0.01225520310881769,0.02230721732565982,0.021563033042969956,0.022903490055606966,0.00035908025176687456,0.0,0.0,0.0,0.0,0.08516111260848236,0.05448228880858352,0.10151690668698307,0.011831451536089261,0
1,2,MANFIZ_validation,1.3,0.005,20,1.0,1.0,1.0,0.0,0.5166902290967116,0.511734254225406,0.5223010163253837,0.0031508369637219414,0.1576121761818934,0.13564663592911952,0.18155500629378152,0.012115516846921286,0.012002337526695783,0.011118224863113362,0.01355063122662543,0.00052219619957812,0.0,0.0,0.0,0.0,0.10018719721239992,0.06049003543561149,0.12107844275485036,0.01570039693892472,0
1,2,MANFIZ_validation,1.3,0.01,20,1.0,1.0,1.0,0.0,0.5167166195170905,0.5117753603368711,0.5223294149626165,0.0031574780045509317,0.15730597353988385,0.13565692933424806,0.18096322914434942,0.011961417349493476,0.015071855432719324,0.014206811448279915,0.01637585824144307,0.0004557418358619949,0.0,0.0,0.0,0.0,0.09346482186056876,0.05264007471767507,0.1160788706165708,0.016164967133471767,0
1,2,MANFIZ_validation,1.3,0.02,20,1.0,1.0,1.0,0.0,0.516810637993725,0.5118968528808193,0.5224287714946038,0.0031720825650433044,0.15656058465136297,0.13486789251516107,0.17958515139033096,0.011646256501066363,0.02365103281629752,0.02268812946802042,0.02464023905213031,0.00045156832186125706,0.0,0.0,0.0,0.0,0.07859686565131745,0.03694490668020384,0.10166845041957567,0.01696540433419678,0
2,1,MANFIZ_noise,1.0,0.005,20,1.0,1.0,1.0,0.0,0.4335323571994319,0.432324083054078,0.43433738938812794,0.0005730411434980271,0.23974194025619078,0.20241664821626978,0.2801879176462313,0.022378017464301972,0.006561554821070784,0.006220276388461756,0.006993054035442154,0.00017631503760487098,0.0,0.0,0.0,0.0,0.1670149554626543,0.16243217316283298,0.16943253436331218,0.001739953436684009,0
2,1,MANFIZ_noise,1.0,0.01,20,1.0,1.0,1.0,0.0,0.4335439501612839,0.43232788108723424,0.4343279754980879,0.0005688365399969326,0.2388876094725223,0.20215936808904245,0.279320945736334,0.022306773682225254,0.011197194585931852,0.010786323798678136,0.011668808121024807,0.00020583057297657686,0.0,0.0,0.0,0.0,0.15819705986518662,0.15515832535217128,0.16075125701106543,0.0018129073649850785,0
2,1,MANFIZ_noise,1.0,0.02,20,1.0,1.0,1.0,0.0,0.4335938091302262,0.4323676240732394,0.43433084593591564,0.000559920505911031,0.2364836809111026,0.20117542932314234,0.27677217663360004,0.02186639791593699,0.021317042558106233,0.0206401448025137,0.021976174444660962,0.00032581772269661913,0.0,0.0,0.0,0.0,0.13908995865256243,0.13387540823124863,0.14404899309508443,0.0029174026787891307,0
2,1,MANFIZ_noise,1.15,0.005,20,1.0,1.0,1.0,0.0,0.44588900200310766,0.44431790665487086,0.4471637453946841,0.0008240825781130218,0.20695027306651217,0.1701003707508536,0.24534794633545048,0.021098898358321332,0.008256535674134268,0.007699838388578042,0.00887731741047627,0.0002543637178325995,0.0,0.0,0.0,0.0,0.1576239622319872,0.1472018551676139,0.16555648175205329,0.004567943509490671,0
