Method,System,Amplitude,NoiseStd,Replicate,Output,RMSE,MAE,R2,PICP,MPIW,NMPIW,Violations,MaxExcess,MinSlack
MANFIZ_noise,2,1.0,0.01,17,1,0.011186464401799589,0.009353987663715358,0.999122153077522,1.0,0.43389298247775,0.2416210162570595,0,0.0,0.16075125701106543
MANFIZ_noise,2,1.0,0.01,17,2,0.010696676030618454,0.008963528005343568,0.9987538981636127,1.0,0.3949053492176629,0.281140873879565,0,0.0,0.11345774333572392
MANFIZ_validation,2,1.0,0.01,17,1,0.011186464401799589,0.009353987663715358,0.999122153077522,1.0,0.32611487328476957,0.18160286126233643,0,0.0,0.10665492324770356
MANFIZ_validation,2,1.0,0.01,17,2,0.010696676030618454,0.008963528005343568,0.9987538981636127,1.0,0.2895552435747242,0.20614006464151288,0,0.0,0.06257114316740127
MANFIZ_noise,2,1.0,0.02,17,1,0.021254119906131172,0.018011610409645884,0.9968412392752123,1.0,0.433943123436273,0.2393973480137314,0,0.0,0.14096691025489055
MANFIZ_noise,2,1.0,0.02,17,2,0.02038291999143116,0.017354528435603266,0.9954898484615741,1.0,0.3949831017788415,0.2776698286664007,0,0.0,0.09462243602045645
MANFIZ_validation,2,1.0,0.02,17,1,0.021254119906131172,0.018011610409645884,0.9968412392752123,1.0,0.32616501424329336,0.17993841867198593,0,0.0,0.0855922620965725
MANFIZ_validation,2,1.0,0.02,17,2,0.02038291999143116,0.017354528435603266,0.9954898484615741,1.0,0.2896329961359035,0.20360958241252206,0,0.0,0.04436169132280558
MANFIZ_noise,2,1.0,0.005,18,1,0.006845077366718533,0.0056113456394040525,0.999687651486947,1.0,0.432324083054078,0.20241664821626978,0,0.0,0.16663178419621894
MANFIZ_noise,2,1.0,0.005,18,2,0.006812260111643572,0.005505802021910662,0.999465389050588,1.0,0.391637461946574,0.2615660852215263,0,0.0,0.11944096819010407
MANFIZ_validation,2,1.0,0.005,18,1,0.006845077366718533,0.0056113456394040525,0.999687651486947,1.0,0.3244289464574669,0.15189951820944864,0,0.0,0.11494914689929703
MANFIZ_validation,2,1.0,0.005,18,2,0.006812260111643572,0.005505802021910662,0.999465389050588,1.0,0.28639474466560544,0.19127677882975397,0,0.0,0.0689542813563912
MANFIZ_noise,2,1.0,0.01,18,1,0.011512851083557983,0.009733636415967728,0.9991168745201247,1.0,0.43232788108723424,0.20215936808904245,0,0.0,0.1581555647626693
MANFIZ_noise,2,1.0,0.01,18,2,0.011296543236641676,0.00948128075463612,0.9985309128585179,1.0,0.3916471383233495,0.2594265328176682,0,0.0,0.11284739052633505
MANFIZ_validation,2,1.0,0.01,18,1,0.011512851083557983,0.009733636415967728,0.9991168745201247,1.0,0.32443274449062365,0.15170689072533863,0,0.0,0.10701578246891408
MANFIZ_validation,2,1.0,0.01,18,2,0.011296543236641676,0.00948128075463612,0.9985309128585179,1.0,0.28640442104238073,0.18971389974342806,0,0.0,0.06290506275588907
MANFIZ_noise,2,1.0,0.02,18,1,0.021786150594913224,0.018603901794366898,0.9968441197144441,1.0,0.4323676240732394,0.20117542932314234,0,0.0,0.13985253122938518
MANFIZ_noise,2,1.0,0.02,18,2,0.021241007175345005,0.01809537780784326,0.9948220641387601,1.0,0.3917070866770443,0.2552775050552199,0,0.0,0.09442694876763683
MANFIZ_validation,2,1.0,0.02,18,1,0.021786150594913224,0.018603901794366898,0.9968441197144441,1.0,0.3244724874766291,0.15097312642586208,0,0.0,0.08888194549701989
MANFIZ_validation,2,1.0,0.02,18,2,0.021241007175345005,0.01809537780784326,0.9948220641387601,1.0,0.2864643693960756,0.18669028974433585,0,0.0,0.04343950352725081
MANFIZ_noise,2,1.0,0.005,19,1,0.006568385601570109,0.005398392951939665,0.9996983019643748,1.0,0.43302451439681555,0.21201076912570752,0,0.0,0.16719791567386633
MANFIZ_noise,2,1.0,0.005,19,2,0.00697209925162891,0.005652026774537571,0.9994786957240964,1.0,0.39274991165508966,0.2659426177121103,0,0.0,0.1237813077408112
MANFIZ_validation,2,1.0,0.005,19,1,0.006568385601570109,0.005398392951939665,0.9996983019643748,1.0,0.3251536306696021,0.15919669448346027,0,0.0,0.1122776341155572
MANFIZ_validation,2,1.0,0.005,19,2,0.00697209925162891,0.005652026774537571,0.9994786957240964,1.0,0.28735840461202816,0.1945789014236897,0,0.0,0.07313012080534664
MANFIZ_noise,2,1.0,0.01,19,1,0.011242841203788344,0.009471463588143684,0.9991167792395855,1.0,0.43305170620493,0.21049498133445527,0,0.0,0.15806308294535
MANFIZ_noise,2,1.0,0.01,19,2,0.011420937260756978,0.009607422543068641,0.9986036144402632,1.0,0.392788424565554,0.2643815318904248,0,0.0,0.11469908042154073
MANFIZ_validation,2,1.0,0.01,19,1,0.011242841203788344,0.009471463588143684,0.9991167792395855,1.0,0.32518082247771823,0.15806179764912068,0,0.0,0.10314280138704084
MANFIZ_validation,2,1.0,0.01,19,2,0.011420937260756978,0.009607422543068641,0.9986036144402632,1.0,0.28739691752249186,0.19344367746891544,0,0.0,0.06407457040566414
MANFIZ_noise,2,1.0,0.02,19,1,0.021397088448782294,0.01820178731072696,0.9968091835570227,1.0,0.43312948352626546,0.2075392729712168,0,0.0,0.13944179828423986
MANFIZ_noise,2,1.0,0.02,19,2,0.02130802361790041,0.0181829180916412,0.995164052724998,1.0,0.39289567832852973,0.2613347016741308,0,0.0,0.09656837274116928
MANFIZ_validation,2,1.0,0.02,19,1,0.021397088448782294,0.01820178731072696,0.9968091835570227,1.0,0.3252585997990532,0.15585162381548648,0,0.0,0.08488456520691326
MANFIZ_validation,2,1.0,0.02,19,2,0.02130802361790041,0.0181829180916412,0.995164052724998,1.0,0.2875041712854665,0.1912335028794328,0,0.0,0.0459438627252927
MANFIZ_noise,2,1.0,0.005,20,1,0.006993054035442154,0.005632721714591778,0.9996524042934767,1.0,0.43278821014806607,0.242550936262792,0,0.0,0.16938478786211444
MANFIZ_noise,2,1.0,0.005,20,2,0.006542136559785692,0.005351121601206864,0.9995373625184136,1.0,0.3937729880970548,0.24052277095051833,0,0.0,0.12177061690358199
MANFIZ_validation,2,1.0,0.005,20,1,0.006993054035442154,0.005632721714591778,0.9996524042934767,1.0,0.32501491622691175,0.18215069260606712,0,0.0,0.11474368640360844
MANFIZ_validation,2,1.0,0.005,20,2,0.006542136559785692,0.005351121601206864,0.9995373625184136,1.0,0.28833216748650525,0.17611784955886844,0,0.0,0.0710434709739197
MANFIZ_noise,2,1.0,0.01,20,1,0.011668808121024807,0.00976402438407637,0.9990323235448684,1.0,0.4328141968863946,0.24287762288429735,0,0.0,0.15968749284803624
MANFIZ_noise,2,1.0,0.01,20,2,0.011126039827996358,0.009400543767061247,0.998663605843232,1.0,0.3938006615688435,0.23871287097118468,0,0.0,0.11303122219727937
MANFIZ_validation,2,1.0,0.01,20,1,0.011668808121024807,0.00976402438407637,0.9990323235448684,1.0,0.3250409029652416,0.18239965883809725,0,0.0,0.10504639138953023
MANFIZ_validation,2,1.0,0.01,20,2,0.011126039827996358,0.009400543767061247,0.998663605843232,1.0,0.2883598409582944,0.17479707939981465,0,0.0,0.06230407626761709
MANFIZ_noise,2,1.0,0.02,20,1,0.021976174444660962,0.01871190755385643,0.996572502445052,1.0,0.43289249575335936,0.2435464841561098,0,0.0,0.14029784612961796
MANFIZ_noise,2,1.0,0.02,20,2,0.021199793035558617,0.01814703339448595,0.9951681657443363,1.0,0.3938889762368099,0.23519399516107498,0,0.0,0.09557394197091887
MANFIZ_validation,2,1.0,0.02,20,1,0.021976174444660962,0.01871190755385643,0.996572502445052,1.0,0.32511920183220455,0.18291293869641906,0,0.0,0.08516456229959872
MANFIZ_validation,2,1.0,0.02,20,2,0.021199793035558617,0.01814703339448595,0.9951681657443363,1.0,0.2884481556262607,0.17223450822801634,0,0.0,0.04484679604125659
MANFIZ_noise,2,1.15,0.005,1,1,0.007699838388578042,0.006011970629435972,0.9996635386398718,1.0,0.4471637453946841,0.24534794633545048,0,0.0,0.16265906373420636
MANFIZ_noise,2,1.15,0.005,1,2,0.0081141347205185,0.006453515386939553,0.9994177663888689,1.0,0.4182406446355106,0.2539541337409164,0,0.0,0.12177674294270516
MANFIZ_validation,2,1.15,0.005,1,1,0.007699838388578042,0.006011970629435972,0.9996635386398718,1.0,0.33876418819363596,0.18587172757474787,0,0.0,0.10567168798615273
MANFIZ_validation,2,1.15,0.005,1,2,0.0081141347205185,0.006453515386939553,0.9994177663888689,1.0,0.3122173424285409,0.18957718660851347,0,0.0,0.07103046714252277
MANFIZ_noise,2,1.15,0.01,1,1,0.011670537183340301,0.009545107568346563,0.9992269505292386,1.0,0.4471510588087819,0.24501924415891138,0,0.0,0.1534462056444395
MANFIZ_noise,2,1.15,0.01,1,2,0.012192735054009501,0.010127375329273615,0.998684565562232,1.0,0.4182223780146804,0.25349368549324663,0,0.0,0.11951185273767753
MANFIZ_validation,2,1.15,0.01,1,1,0.011670537183340301,0.009545107568346563,0.9992269505292386,1.0,0.338751501607734,0.18562102279873463,0,0.0,0.09645882989638588
MANFIZ_validation,2,1.15,0.01,1,2,0.012192735054009501,0.010127375329273615,0.998684565562232,1.0,0.3121990758077097,0.1892306545378207,0,0.0,0.06952640087637063
MANFIZ_noise,2,1.15,0.02,1,1,0.02108613132279112,0.01767401696059482,0.9974778247120082,1.0,0.4471444215774331,0.2443746590299738,0,0.0,0.13502157320972094
MANFIZ_noise,2,1.15,0.02,1,2,0.02185974362267032,0.01857594448673908,0.9957724786557097,1.0,0.4182081170906681,0.24968249114435012,0,0.0,0.10347267030362495
MANFIZ_validation,2,1.15,0.02,1,1,0.02108613132279112,0.01767401696059482,0.9974778247120082,1.0,0.33874486437638357,0.1851318203592933,0,0.0,0.07803419746166732
MANFIZ_validation,2,1.15,0.02,1,2,0.02185974362267032,0.01857594448673908,0.9957724786557097,1.0,0.3121848148836979,0.18638347533723373,0,0.0,0.052083196192044004
MANFIZ_noise,2,1.15,0.005,2,1,0.00850652632359764,0.006530770310290971,0.9995831589731065,1.0,0.4454870048447454,0.22807014626332642,0,0.0,0.15035332671551332
MANFIZ_noise,2,1.15,0.005,2,2,0.008632678556457081,0.006668226777966401,0.99936915928282,1.0,0.414699202264852,0.255914033030965,0,0.0,0.11723859793069004
MANFIZ_validation,2,1.15,0.005,2,1,0.00850652632359764,0.006530770310290971,0.9995831589731065,1.0,0.33704858092736645,0.1725543468473136,0,0.0,0.09303556028816966
MANFIZ_validation,2,1.15,0.005,2,2,0.008632678556457081,0.006668226777966401,0.99936915928282,1.0,0.3086883852780961,0.19049395126610646,0,0.0,0.06663487871748744
MANFIZ_noise,2,1.15,0.01,2,1,0.012400476564343737,0.01014311492097041,0.9991140939933618,1.0,0.4454761467507616,0.226628651405737,0,0.0,0.144472799690184
MANFIZ_noise,2,1.15,0.01,2,2,0.01246314942391246,0.010167970024896047,0.9986859587248161,1.0,0.4146929562970086,0.2552643813527559,0,0.0,0.10893894916305472
MANFIZ_validation,2,1.15,0.01,2,1,0.012400476564343737,0.01014311492097041,0.9991140939933618,1.0,0.33703772283338207,0.1714623895257067,0,0.0,0.08715503326284034
MANFIZ_validation,2,1.15,0.01,2,2,0.01246314942391246,0.010167970024896047,0.9986859587248161,1.0,0.30868213931025135,0.19000938918586815,0,0.0,0.058335229949852116
MANFIZ_noise,2,1.15,0.02,2,1,0.021931408605153215,0.018535419377297344,0.997230762363926,1.0,0.4454787632603097,0.2238116648908282,0,0.0,0.12937442527391854
MANFIZ_noise,2,1.15,0.02,2,2,0.02180075749094757,0.018340338656374487,0.9959894915800527,1.0,0.4147146437458161,0.25244988131669704,0,0.0,0.09236105359072952
MANFIZ_validation,2,1.15,0.02,2,1,0.021931408605153215,0.018535419377297344,0.997230762363926,1.0,0.3370403393429309,0.1693314377808678,0,0.0,0.07213641528573209
MANFIZ_validation,2,1.15,0.02,2,2,0.02180075749094757,0.018340338656374487,0.9959894915800527,1.0,0.30870382675905916,0.18791775405717373,0,0.0,0.04175733437752692
MANFIZ_noise,2,1.15,0.005,3,1,0.008441005574106437,0.0065242296975767545,0.9996059386578133,1.0,0.446537733597018,0.22151384489875692,0,0.0,0.1472018551676139
MANFIZ_noise,2,1.15,0.005,3,2,0.008208879393232546,0.006521689360730664,0.9993999586771178,1.0,0.41752887080363643,0.24352123217092916,0,0.0,0.11996182156646895
MANFIZ_validation,2,1.15,0.005,3,1,0.008441005574106437,0.0065242296975767545,0.9996059386578133,1.0,0.337943133324145,0.16764335281757362,0,0.0,0.08940045291879092
MANFIZ_validation,2,1.15,0.005,3,2,0.008208879393232546,0.006521689360730664,0.9993999586771178,1.0,0.3113703722456853,0.1816049188762584,0,0.0,0.07031554581602424
MANFIZ_noise,2,1.15,0.01,3,1,0.012476868078565729,0.010156223451203789,0.9991388005727979,1.0,0.44652835599423846,0.22073713868290698,0,0.0,0.1378221087625085
MANFIZ_noise,2,1.15,0.01,3,2,0.012072746325227094,0.009961566391130296,0.9987022819162286,1.0,0.41752747405186114,0.24135639292244473,0,0.0,0.11392946535204004
MANFIZ_validation,2,1.15,0.01,3,1,0.012476868078565729,0.010156223451203789,0.9991388005727979,1.0,0.3379337557213646,0.16705440830562832,0,0.0,0.08002070651368554
MANFIZ_validation,2,1.15,0.01,3,2,0.012072746325227094,0.009961566391130296,0.9987022819162286,1.0,0.31136897549391046,0.17999029396526087,0,0.0,0.06428318960159533
MANFIZ_noise,2,1.15,0.02,3,1,0.02220905107259781,0.01865458724499031,0.9972721685404478,1.0,0.4465330214851762,0.2192113543829602,0,0.0,0.11906432662707211
MANFIZ_noise,2,1.15,0.02,3,2,0.021464887571857078,0.01816699065206418,0.9959040869055068,1.0,0.41755087157018267,0.23711136186199105,0,0.0,0.10106073425436352
MANFIZ_validation,2,1.15,0.02,3,1,0.02220905107259781,0.01865458724499031,0.9972721685404478,1.0,0.33793842121230294,0.16590024801659037,0,0.0,0.06126292437824915
MANFIZ_validation,2,1.15,0.02,3,2,0.021464887571857078,0.01816699065206418,0.9959040869055068,1.0,0.3113923730122318,0.1768279619695564,0,0.0,0.05035733397375167
MANFIZ_noise,2,1.15,0.005,4,1,0.008106707367994145,0.006264700476017474,0.9996415865541405,1.0,0.44681620755869966,0.21190314597141754,0,0.0,0.1567943646015199
MANFIZ_noise,2,1.15,0.005,4,2,0.008069411193338743,0.006362501907259959,0.9994235854259651,1.0,0.41726059322307124,0.25623785928839987,0,0.0,0.12070441891222078
MANFIZ_validation,2,1.15,0.005,4,1,0.008106707367994145,0.006264700476017474,0.9996415865541405,1.0,0.3383334037693463,0.16045504042402867,0,0.0,0.09877547071492801
MANFIZ_validation,2,1.15,0.005,4,2,0.008069411193338743,0.006362501907259959,0.9994235854259651,1.0,0.3112107041840524,0.19111309796064352,0,0.0,0.07177313887015706
MANFIZ_noise,2,1.15,0.01,4,1,0.01215383723402285,0.009991381348040092,0.9991945823213572,1.0,0.44683399598339263,0.21180583133789757,0,0.0,0.14785935546504994
MANFIZ_noise,2,1.15,0.01,4,2,0.012238744939882591,0.01012642215567459,0.9986758156081068,1.0,0.4172803027119422,0.2544028010714736,0,0.0,0.11546766577201936
MANFIZ_validation,2,1.15,0.01,4,1,0.01215383723402285,0.009991381348040092,0.9991945823213572,1.0,0.33835119219403953,0.16038340007927876,0,0.0,0.08984046157845804
MANFIZ_validation,2,1.15,0.01,4,2,0.012238744939882591,0.01012642215567459,0.9986758156081068,1.0,0.3112304136729239,0.1897474874860881,0,0.0,0.06548014956784945
MANFIZ_noise,2,1.15,0.02,4,1,0.021878182088695814,0.018523160349388813,0.9973934845408188,1.0,0.4468912303586051,0.21110994847056413,0,0.0,0.12999226865886668
MANFIZ_noise,2,1.15,0.02,4,2,0.022136537998488026,0.01885571885756596,0.9956853968398064,1.0,0.41734832883992906,0.25082811709799285,0,0.0,0.09982898207771732
MANFIZ_validation,2,1.15,0.02,4,1,0.021878182088695814,0.018523160349388813,0.9973934845408188,1.0,0.33840842656925146,0.15986302849960082,0,0.0,0.07197337477227478
MANFIZ_validation,2,1.15,0.02,4,2,0.022136537998488026,0.01885571885756596,0.9956853968398064,1.0,0.31129843980091,0.18709168364911094,0,0.0,0.0498414658735474
MANFIZ_noise,2,1.15,0.005,5,1,0.008343939134326258,0.006485897538075425,0.9996034304423846,1.0,0.44679579834571714,0.21554992878369486,0,0.0,0.1596085146125597
MANFIZ_noise,2,1.15,0.005,5,2,0.008368747805901402,0.006535099752374291,0.9993910298067985,1.0,0.4173479008948155,0.2596997824983707,0,0.0,0.12535680039551675
MANFIZ_validation,2,1.15,0.005,5,1,0.008343939134326258,0.006485897538075425,0.9996034304423846,1.0,0.3383479547195241,0.16323089387575332,0,0.0,0.10445218287487323
MANFIZ_validation,2,1.15,0.005,5,2,0.008368747805901402,0.006535099752374291,0.9993910298067985,1.0,0.3113827266191668,0.19376167030759306,0,0.0,0.0741173170500519
MANFIZ_noise,2,1.15,0.01,5,1,0.012364985715125138,0.010156907479899606,0.9991298763543701,1.0,0.446816116873457,0.21488854557446985,0,0.0,0.15226631936511537
MANFIZ_noise,2,1.15,0.01,5,2,0.012128943662943766,0.009907377757483382,0.9987220696869602,1.0,0.4173878180921025,0.25890870517549464,0,0.0,0.11827170627600953
MANFIZ_validation,2,1.15,0.01,5,1,0.012364985715125138,0.010156907479899606,0.9991298763543701,1.0,0.3383682732472644,0.16273241577640332,0,0.0,0.0960624178745845
MANFIZ_validation,2,1.15,0.01,5,2,0.012128943662943766,0.009907377757483382,0.9987220696869602,1.0,0.31142264381645374,0.19317773537668304,0,0.0,0.06703222293054464
MANFIZ_noise,2,1.15,0.02,5,1,0.02196706602065481,0.01855039798042533,0.9972609274666618,1.0,0.44688029935100126,0.2135893124150278,0,0.0,0.13705053777651707
MANFIZ_noise,2,1.15,0.02,5,2,0.02140030709903001,0.01795956703000366,0.9960343133527753,1.0,0.4174941152605129,0.25577385113424367,0,0.0,0.10167775790662634
MANFIZ_validation,2,1.15,0.02,5,1,0.02196706602065481,0.01855039798042533,0.9972609274666618,1.0,0.3384324557248088,0.16175596825854857,0,0.0,0.07928582141392004
MANFIZ_validation,2,1.15,0.02,5,2,0.02140030709903001,0.01795956703000366,0.9960343133527753,1.0,0.31152894098486433,0.19085528169840432,0,0.0,0.050916064149304247
MANFIZ_noise,2,1.15,0.005,6,1,0.00820052600913861,0.006355218952048149,0.9996218887041206,1.0,0.4447526577737301,0.1800586177824928,0,0.0,0.15599979985271226
MANFIZ_noise,2,1.15,0.005,6,2,0.008234332084132717,0.00648682834390076,0.999373790108692,1.0,0.4142168075921397,0.24570171038997837,0,0.0,0.11910773581813237
MANFIZ_validation,2,1.15,0.005,6,1,0.00820052600913861,0.006355218952048149,0.9996218887041206,1.0,0.33620807390598906,0.1361142199303621,0,0.0,0.09792723031449768
MANFIZ_validation,2,1.15,0.005,6,2,0.008234332084132717,0.00648682834390076,0.999373790108692,1.0,0.30822370884360356,0.18282959806929186,0,0.0,0.06821326656533575
MANFIZ_noise,2,1.15,0.01,6,1,0.012220463475241585,0.010023283340969906,0.9991606419029437,1.0,0.4447835996214899,0.17997403563394493,0,0.0,0.1471212428899947
MANFIZ_noise,2,1.15,0.01,6,2,0.012225320539888155,0.010111284567111288,0.9986223563865961,1.0,0.4142587020444148,0.2448270648057538,0,0.0,0.10906425774975972
MANFIZ_validation,2,1.15,0.01,6,1,0.012220463475241585,0.010023283340969906,0.9991606419029437,1.0,0.33623901575374926,0.13605333617130982,0,0.0,0.08904867335178013
MANFIZ_validation,2,1.15,0.01,6,2,0.012225320539888155,0.010111284567111288,0.9986223563865961,1.0,0.308265603295878,0.18218509946331315,0,0.0,0.05816978849696308
MANFIZ_noise,2,1.15,0.02,6,1,0.02179214364369443,0.018414829694511477,0.9973350783182333,1.0,0.4448745995411211,0.17931617381430995,0,0.0,0.12936606392725006
MANFIZ_noise,2,1.15,0.02,6,2,0.021768555743456746,0.018440757540696705,0.9956549940079068,1.0,0.4143792434140247,0.24311840702012336,0,0.0,0.08899487981930092
MANFIZ_validation,2,1.15,0.02,6,1,0.02179214364369443,0.018414829694511477,0.9973350783182333,1.0,0.33633001567337895,0.13556496957044775,0,0.0,0.07129349438903548
MANFIZ_validation,2,1.15,0.02,6,2,0.021768555743456746,0.018440757540696705,0.9956549940079068,1.0,0.30838614466548725,0.18093171757457063,0,0.0,0.038100410566504275
MANFIZ_noise,2,1.15,0.005,7,1,0.008391284279135137,0.006446009513773209,0.9995987038003908,1.0,0.4450271233552134,0.23553845717039343,0,0.0,0.1587649474334455
MANFIZ_noise,2,1.15,0.005,7,2,0.008232156100147759,0.00637042093806468,0.9993889588088137,1.0,0.41484792782379015,0.2755920889943158,0,0.0,0.12490770553915898
MANFIZ_validation,2,1.15,0.005,7,1,0.008391284279135137,0.006446009513773209,0.9995987038003908,1.0,0.3367047226663322,0.1782069153468464,0,0.0,0.10216966140528613
MANFIZ_validation,2,1.15,0.005,7,2,0.008232156100147759,0.00637042093806468,0.9993889588088137,1.0,0.3088700960331505,0.20518881567080452,0,0.0,0.07448025318770898
MANFIZ_noise,2,1.15,0.01,7,1,0.012309438727964297,0.009976870821188408,0.9991372067811463,1.0,0.4450495957648317,0.2353494642878377,0,0.0,0.14660187895604915
MANFIZ_noise,2,1.15,0.01,7,2,0.012158920293984602,0.009979810173606413,0.9986681977272258,1.0,0.41487740318375943,0.2734278461670514,0,0.0,0.11544651570565093
MANFIZ_validation,2,1.15,0.01,7,1,0.012309438727964297,0.009976870821188408,0.9991372067811463,1.0,0.3367271950759509,0.17806681710626007,0,0.0,0.09073872401571047
MANFIZ_validation,2,1.15,0.01,7,2,0.012158920293984602,0.009979810173606413,0.9986681977272258,1.0,0.30889957139311947,0.2035824169737579,0,0.0,0.06501906335420095
MANFIZ_noise,2,1.15,0.02,7,1,0.02180409056136109,0.018248225445522973,0.9972998469853881,1.0,0.4451162575640143,0.23391701197539946,0,0.0,0.1222916255020645
MANFIZ_noise,2,1.15,0.02,7,2,0.0216687826666843,0.018355066613607786,0.9957835018608282,1.0,0.4149605555292798,0.26921634782022313,0,0.0,0.09656061983383527
MANFIZ_validation,2,1.15,0.02,7,1,0.02180409056136109,0.018248225445522973,0.9972998469853881,1.0,0.336793856875133,0.1769915416773369,0,0.0,0.06642847056172581
MANFIZ_validation,2,1.15,0.02,7,2,0.0216687826666843,0.018355066613607786,0.9957835018608282,1.0,0.3089827237386405,0.20046049995851306,0,0.0,0.04613316748238529
MANFIZ_noise,2,1.15,0.005,8,1,0.007839887276938923,0.006232439439840478,0.9996689970484305,1.0,0.44692010955221334,0.17860680088980843,0,0.0,0.15122652461027383
MANFIZ_noise,2,1.15,0.005,8,2,0.008076809635043694,0.006314969330009945,0.999409845197905,1.0,0.41661301214508223,0.26107447870653977,0,0.0,0.13317548611444935
MANFIZ_validation,2,1.15,0.005,8,1,0.007839887276938923,0.006232439439840478,0.9996689970484305,1.0,0.3383681611224324,0.13522518564133743,0,0.0,0.09368476138843118
MANFIZ_validation,2,1.15,0.005,8,2,0.008076809635043694,0.006314969330009945,0.999409845197905,1.0,0.3107040984755205,0.19470565771295106,0,0.0,0.08165708712759488
MANFIZ_noise,2,1.15,0.01,8,1,0.011911169864338194,0.009854667167244325,0.9992353969095848,1.0,0.4469089492984029,0.17814466217605848,0,0.0,0.1425890717458104
MANFIZ_noise,2,1.15,0.01,8,2,0.01202618484115083,0.009883157668724399,0.9986915398670392,1.0,0.41660890506741616,0.2595487267229518,0,0.0,0.12641160074006252
MANFIZ_validation,2,1.15,0.01,8,1,0.011911169864338194,0.009854667167244325,0.9992353969095848,1.0,0.3383570008686211,0.13487421477970443,0,0.0,0.08504730852396775
MANFIZ_validation,2,1.15,0.01,8,2,0.01202618484115083,0.009883157668724399,0.9986915398670392,1.0,0.3106999913978559,0.19356712297615442,0,0.0,0.07489320175320804
MANFIZ_noise,2,1.15,0.02,8,1,0.02161930109974109,0.018246749006619663,0.9974795166119343,1.0,0.4469090446781304,0.17723634380823144,0,0.0,0.12531431577570762
MANFIZ_noise,2,1.15,0.02,8,2,0.02152031186596918,0.018134618331775203,0.9958154267233503,1.0,0.4166291704637914,0.25536937019219086,0,0.0,0.11288692278654797
MANFIZ_validation,2,1.15,0.02,8,1,0.02161930109974109,0.018246749006619663,0.9974795166119343,1.0,0.3383570962483497,0.13418653158791613,0,0.0,0.06777255255386497
MANFIZ_validation,2,1.15,0.02,8,2,0.02152031186596918,0.018134618331775203,0.9958154267233503,1.0,0.3107202567942289,0.19045338614952814,0,0.0,0.06136852379969351
MANFIZ_noise,2,1.15,0.005,9,1,0.008259795018778595,0.006237004735555383,0.99963343803477,1.0,0.4453610833738638,0.18654581579336627,0,0.0,0.156873538842061
MANFIZ_noise,2,1.15,0.005,9,2,0.008654059028677141,0.006587250034593987,0.9993029835007099,1.0,0.41384060962777935,0.23177458328883208,0,0.0,0.12009433969057093
MANFIZ_validation,2,1.15,0.005,9,1,0.008259795018778595,0.006237004735555383,0.99963343803477,1.0,0.3367721812991576,0.14106181173496224,0,0.0,0.10660315022334707
MANFIZ_validation,2,1.15,0.005,9,2,0.008654059028677141,0.006587250034593987,0.9993029835007099,1.0,0.30800272330429074,0.17249926948900743,0,0.0,0.06974698606018004
MANFIZ_noise,2,1.15,0.01,9,1,0.01223248885679062,0.009930953724289355,0.9991961341651927,1.0,0.4453647576269134,0.18563201818806582,0,0.0,0.1461600781146512
MANFIZ_noise,2,1.15,0.01,9,2,0.012312877996131849,0.010106586804413458,0.9985895060819439,1.0,0.413841815175672,0.23077071002838775,0,0.0,0.11222426662755733
MANFIZ_validation,2,1.15,0.01,9,1,0.01223248885679062,0.009930953724289355,0.9991961341651927,1.0,0.3367758555522075,0.1403711916413903,0,0.0,0.09588968949593726
MANFIZ_validation,2,1.15,0.01,9,2,0.012312877996131849,0.010106586804413458,0.9985895060819439,1.0,0.308003928852182,0.171752304253206,0,0.0,0.06143629146731108
MANFIZ_noise,2,1.15,0.02,9,1,0.021886838670555804,0.01831464219173959,0.9974292794519435,1.0,0.44539878549291156,0.18384207618836593,0,0.0,0.12474480211045205
MANFIZ_noise,2,1.15,0.02,9,2,0.021457128150535534,0.01819212728596214,0.9957253037681364,1.0,0.4138814453674473,0.2281879610008413,0,0.0,0.09420453946707405
MANFIZ_validation,2,1.15,0.02,9,1,0.021886838670555804,0.01831464219173959,0.9974292794519435,1.0,0.3368098834182044,0.13902109809266558,0,0.0,0.07447441349173811
MANFIZ_validation,2,1.15,0.02,9,2,0.021457128150535534,0.01819212728596214,0.9957253037681364,1.0,0.3080435590439565,0.16983566773639017,0,0.0,0.04315680075670725
MANFIZ_noise,2,1.15,0.005,10,1,0.008173320768365033,0.006409250830744301,0.9996216953138768,1.0,0.44596558250324597,0.22755984186656383,0,0.0,0.16057382339615797
MANFIZ_noise,2,1.15,0.005,10,2,0.008007622758528475,0.006232509718103616,0.9994372382535934,1.0,0.4180645652205362,0.26954440150756015,0,0.0,0.11928810845643653
MANFIZ_validation,2,1.15,0.005,10,1,0.008173320768365033,0.006409250830744301,0.9996216953138768,1.0,0.3375084197159387,0.1722181388709158,0,0.0,0.10336536159661586
MANFIZ_validation,2,1.15,0.005,10,2,0.008007622758528475,0.006232509718103616,0.9994372382535934,1.0,0.3119669954553332,0.20113868544625674,0,0.0,0.06939881391630288
MANFIZ_noise,2,1.15,0.01,10,1,0.012258204921439753,0.010110467022674641,0.9991501732094653,1.0,0.445982752071127,0.22734051741261996,0,0.0,0.15236521489029206
MANFIZ_noise,2,1.15,0.01,10,2,0.012158483516722223,0.00999240511275775,0.9987029737046169,1.0,0.4180949175790566,0.26755651329365726,0,0.0,0.10996573057625723
